Year,st,State,Share of Total Wealth Earned by Richest 10%,Share of Total Wealth Earned by Richest 5%,Share of Total Wealth Earned by Richest 1%,Share of Total Wealth Earned by Richest 0.5%,Share of Total Wealth Earned by Richest 0.1%,Share of Total Wealth Earned by Richest 0.01%,Average Income,Total Income,Adjusted Gross Income,Consumer Price Index 2014
1949,28,Nebraska,35.03366239,24.77039384,10.21347881,6.924353495,2.637316443,0.599629262,2533.694897,1447726.317,1356295,9.112410031
1950,28,Nebraska,31.8240895,22.49533428,10.23766013,7.100789362,2.827271736,0.599954484,3044.236645,1743765.678,1474351,9.02394003
1951,28,Nebraska,32.43413953,22.48976649,9.963402661,6.895441608,2.765591024,0.739783814,3132.659362,1792315.559,1648425,8.362803036
1952,28,Nebraska,30.44648767,20.34349597,8.589433749,5.897274375,2.391842335,0.713169481,3340.919185,1909132.258,1636387,8.183975801
1953,28,Nebraska,32.96821776,20.5990775,8.612415523,5.919619316,2.258832419,0.529803904,3168.610486,1807069.271,1703596,8.122672612
1954,28,Nebraska,31.30693831,20.42891515,8.711502591,5.978873467,2.420925506,0.596431014,3409.212302,1941991.546,1666113,8.082311505
1955,28,Nebraska,33.86601922,22.00153261,9.645622608,6.517414497,2.662828668,0.651966861,3293.799838,1873782.36,1679067,8.112544591
1956,28,Nebraska,32.29084485,22.25371653,9.837136983,6.876840174,3.071810863,1.024370622,3390.683865,1926107.313,1767094,7.992949339
1957,28,Nebraska,28.64142949,19.14062918,7.932530633,5.480656838,2.125890777,0.511282393,3908.017348,2216998.419,1749155,7.717984296
1958,28,Nebraska,30.42914323,20.40560421,8.384572822,5.643288374,2.224418028,0.578396559,4069.176778,2301642.083,2018793,7.513003189
1959,28,Nebraska,31.08365037,20.64442061,8.432427594,5.749894289,2.204770045,0.505953669,4171.424591,2352013.485,2085106,7.461367429
1960,28,Nebraska,31.41915847,21.25781438,9.026078489,6.328869125,2.876102159,1.092694005,4401.57949,2471215.958,2203592,7.335330817
1961,28,Nebraska,33.39048187,22.77360442,10.0249152,7.10038352,3.091943923,1.2333251,4506.617718,2556095.067,2415308,7.26173218
1962,28,Nebraska,31.15208949,20.71604657,8.334550845,5.667458125,2.280057356,0.61825227,4799.085683,2746439.28,2406863,7.189595767
1963,28,Nebraska,31.53944302,21.12284252,8.868925358,6.236062737,2.67477148,0.995897183,4919.811417,2837927.882,2526778,7.095614123
1964,28,Nebraska,33.12773412,22.33528836,9.281397479,6.463905836,2.452293174,1.088621745,5053.815679,2936833.455,2661572,7.004057812
1965,28,Nebraska,32.30067816,21.64986694,9.154783614,6.294304392,2.659423519,1.037586084,5543.029374,3240371.241,2860672,6.892882291
1966,28,Nebraska,31.99437023,21.07179772,8.680725815,5.916366781,2.507300086,0.884610739,5934.356785,3486413.246,3192927,6.701413339
1967,28,Nebraska,33.42197299,22.83372755,9.860735485,7.025942179,3.301903545,1.420694046,6154.043778,3630935.245,3271544,6.500772221
1968,28,Nebraska,32.85011846,22.32950668,9.601795629,6.564126275,2.862385647,0.977298128,6545.611801,3874823.892,3425953,6.239246901
1969,28,Nebraska,31.65067269,20.98324466,8.792348208,6.137904304,2.676845095,0.971329084,7161.245741,4252309.141,3985255,5.916234119
1970,28,Nebraska,31.26648102,20.39853801,7.931355886,5.305793778,2.125940452,0.644526385,7508.221177,4480299.135,4030783,5.596025571
1971,28,Nebraska,30.92302554,20.40021861,8.089683145,5.473288528,2.210442335,0.720033894,8150.26771,4941855.916,4355593,5.361130671
1972,28,Nebraska,31.48644379,20.79560886,8.637643869,5.978228011,2.640982527,1.012742571,8980.424173,5522706.406,5108349,5.194396942
1973,28,Nebraska,32.36424508,21.75012093,8.604573607,5.754220455,2.216008628,0.562104811,10213.14204,6363204.369,5729878,4.890220544
1974,28,Nebraska,34.22249454,22.81954257,9.503709263,6.597754722,2.881689327,0.940645671,10379.04309,6549218.77,6282576,4.404174283
1975,28,Nebraska,32.12847019,21.1585551,8.576130361,5.819082041,2.294555369,0.72838421,11388.75275,7284006.754,6645554,4.035795393
1976,28,Nebraska,32.09239351,20.95652921,8.511062418,5.714800332,2.182238999,0.599754506,11793.60408,7643282.493,7113785,3.815919019
1977,28,Nebraska,32.4450596,21.37250759,8.475461545,5.73952139,2.245597231,0.622586983,12479.32345,8200490.765,7798203,3.582933864
1978,28,Nebraska,31.58370132,20.94909331,8.136641142,5.588876399,2.265611742,0.750499106,14191.56293,9461534.663,8753209,3.330150187
1979,28,Nebraska,33.02699722,21.81555445,9.132109281,6.331153781,2.759253126,1.021980641,15283.03896,10295201.7,9750205,3.039053142
1980,28,Nebraska,34.38531366,22.53053225,9.357108089,6.459678872,2.836504853,0.935362995,15768.65584,10765901.94,10473626,2.735386935
1981,28,Nebraska,32.26381426,20.56186221,8.550773965,5.963309057,2.653034414,0.942048395,17720.93158,12313197.7,11068804,2.49761264
1982,28,Nebraska,31.29235419,21.12423281,9.54196799,7.039973966,3.690793598,1.532429347,19409.87843,13138608.58,11648865,2.355472083
1983,28,Nebraska,31.77870521,22.14497457,10.96333754,7.705475905,4.135896284,1.682803181,19184.42448,12966433.61,,2.259049249
1984,28,Nebraska,31.73962218,21.42031954,10.20246458,7.219993853,3.83953844,1.580466794,20667.89371,14208958.8,,2.170210234
1985,28,Nebraska,31.76318792,21.09127999,9.533489582,6.911874052,3.519875018,1.291402819,21968.6015,15366734.01,,2.098175495
1986,28,Nebraska,34.29098562,24.46179057,12.70062959,9.908755581,5.599742259,2.399689199,23966.99094,17064852.56,13552160,2.060863542
1987,28,Nebraska,31.54157165,21.11337196,9.266205951,6.670033154,3.18125798,1.099300144,24250.82011,16833347.56,15195085,1.993507337
1988,28,Nebraska,34.15443739,23.97606681,11.92348749,9.061307423,4.790157186,1.846304596,25962.04778,18502083.76,16679617,1.922940705
1989,28,Nebraska,34.74080392,24.13029659,11.55321386,8.617167486,4.402771452,1.657647256,26322.04857,19124356.77,17773115,1.843412935
1990,28,Nebraska,34.31275677,23.78105338,11.76600204,9.038198544,4.874867228,1.990788679,28473.67176,20339503.63,18906025,1.755897371
1991,28,Nebraska,33.54512606,22.84371504,10.72997377,8.028410044,4.12938331,1.583359046,29279.94819,20807535.32,19315152,1.695113016
1992,28,Nebraska,34.30376998,23.90459706,11.77923688,8.978304916,4.818713957,1.958068209,30950.84003,21806543.95,20430878,1.653198666
1993,28,Nebraska,34.09232488,23.89852744,11.23202344,8.37504593,4.300500127,1.654625483,30627.15354,22127905.95,21072721,1.613307097
1994,28,Nebraska,33.93999783,23.83070295,11.44610981,8.628973177,4.580243598,1.839749106,32357.68989,23533486.97,22059603,1.579589639
1995,28,Nebraska,35.30484511,24.92923511,12.30723004,9.338169212,4.997693485,1.977123216,34364.91851,25241298.97,23765065,1.542447558
1996,28,Nebraska,35.36352888,25.22286149,12.95631771,9.999375629,5.580420896,2.339865738,37682.74811,28160063.3,25569344,1.502453239
1997,28,Nebraska,37.62196135,27.22847172,14.3478271,11.11030381,6.536195166,2.895267544,38665.21344,29676027.38,27798680,1.470675463
1998,28,Nebraska,39.60117722,29.46594964,16.67220911,13.32684121,8.490173897,4.155230059,41903.84984,31895775.29,30330132,1.450428367
1999,28,Nebraska,38.48794522,28.48141344,15.60986777,12.35422611,7.424040255,3.291297683,44687.95128,34334937.2,31863507,1.420791498
2000,28,Nebraska,39.16491065,29.26954732,16.52627961,13.29454163,8.486659057,4.173312755,45790.60134,36334873.64,33605214,1.37472392
2001,28,Nebraska,36.34686974,26.34152137,13.85895905,10.71156319,6.372494506,2.953450641,44602.4901,35779760.74,32537889,1.337183383
2002,28,Nebraska,36.37951385,26.04759586,13.32204275,10.28276095,5.768485522,2.456036796,42936.77124,35322026.1,31906769,1.315926115
2003,28,Nebraska,35.40363646,25.40475259,13.06435752,10.14708752,5.782784027,2.531478177,45316.01823,37764950.64,33043454,1.287181338
2004,28,Nebraska,36.65704439,27.27046896,14.78936325,11.75143181,7.017243946,3.187611018,49140.47894,40627722.81,35716792,1.253308145
2005,28,Nebraska,36.86887093,27.40966216,15.22988201,12.15788645,7.246746995,3.212017623,52312.01141,43542118.48,37830701,1.212653225
2006,28,Nebraska,40.20924098,29.52605325,17.5535546,14.26776052,8.810881402,4.104138767,52754.82612,45392468.09,41039481,1.174156297
2007,28,Nebraska,39.96186739,29.77016619,17.81293731,14.53946447,9.096626726,4.373757887,58360.74603,50134404.94,44820008,1.141765778
2008,28,Nebraska,38.12707076,27.7365974,15.57820235,12.4317501,7.506225264,3.525928313,57344.10122,49257117.09,43894512,1.099548079
2009,28,Nebraska,36.52307356,25.69615089,13.14696416,10.10433196,5.704916216,2.538460756,53668.47611,46343071.26,42705522,1.103473993
2010,28,Nebraska,39.2219155,28.41865813,15.52530907,12.3937055,7.656062272,3.926180383,55656.92497,48732111.23,45209458,1.085666067
2011,28,Nebraska,36.6506429,26.26604755,13.48932636,10.376824,5.827922234,2.539924797,59265.79354,52655790.68,46459002,1.05244533
2012,28,Nebraska,41.01766991,30.70875636,17.26932025,13.76244587,8.252264977,3.801082701,62205.22832,56723432,51884307,1.031107085
1917,29,Nevada,35.1355141,22.43820132,9.322808172,6.483106029,2.670735424,0.521510189,1120.207547,43849.10377,16423.316,16.9433874
1918,29,Nevada,33.59828088,21.16366244,8.078935442,5.041289517,1.7580223,0.446635186,1178.140751,44979.05012,17826.669,14.42629881
1919,29,Nevada,32.46772658,21.38966561,8.719143208,5.888045829,2.314900528,0.830989158,1287.055551,48556.7238,20887.132,12.56034896
1920,29,Nevada,30.47319499,19.28684866,6.945856023,4.4011112,1.484068951,0.283386386,1397.862113,52418.50402,25337.934,10.84376794
1921,29,Nevada,34.52226791,22.05255853,8.356886121,5.566538072,2.388985755,0.767692906,1206.307909,46018.34785,22455.508,12.1385462
1922,29,Nevada,34.57351807,21.85381243,7.672875408,4.868225101,1.853368285,0.403960186,1190.00975,45924.84803,22397.46,12.96067881
1923,29,Nevada,33.955597,21.095367,7.372280815,4.883358453,1.978598665,0.601782817,1334.411113,52262.63851,25711.611,12.73240854
1924,29,Nevada,35.14619304,21.99896105,8.12889523,5.506528867,2.520291137,0.848484351,1400.003635,55753.6965,27534.276,12.70754055
1925,29,Nevada,41.73060469,26.92666708,11.15689497,7.756619651,3.846039919,1.279727007,1265.957898,51044.9794,19661.369,12.39287764
1926,29,Nevada,46.54965219,30.72426387,13.04454044,8.985055047,4.126879434,1.767488837,1100.467748,44853.7033,16795.822,12.2759637
1927,29,Nevada,47.30633626,31.59583622,13.49273494,9.404100666,4.383145514,1.597572042,1124.8174,46357.82463,17443.233,12.51203993
1928,29,Nevada,50.73553821,36.31106862,18.28712177,13.98147886,7.785910432,2.966718682,1221.363777,50814.44687,20109.392,12.68276952
1929,29,Nevada,39.54879564,27.7553179,13.50594413,10.05618931,5.357137073,1.357138433,1588.735351,66590.65605,20687.664,12.68276952
1930,29,Nevada,38.32639677,26.40238131,13.19880536,10.19424919,6.538512257,3.392542812,1466.508745,61937.60779,15090.576,13.01252152
1931,29,Nevada,46.09568019,30.91454701,14.39203951,10.80994941,6.500564542,3.374105387,1118.674385,48482.72481,14040.402,14.26811571
1932,29,Nevada,38.13272006,25.18018063,10.84481048,8.040380194,4.743985457,2.005289124,931.4658293,41370.28445,10866.607,15.90772802
1933,29,Nevada,38.48693821,26.85387307,12.1165556,9.210600358,5.645720875,2.269740612,823.6424857,37469.61862,9771.488,16.7687133
1934,29,Nevada,47.28748546,32.21535538,14.15589385,10.45057037,5.579900749,2.105639981,917.3794354,42766.49159,15236.646,16.22508918
1935,29,Nevada,48.47430326,32.58313816,17.16038269,13.73868514,9.026151403,4.649743902,1103.10896,52730.71105,20681.015,15.83031816
1936,29,Nevada,45.8873856,32.0905239,18.21696524,14.67070845,8.82313635,3.683625923,1382.622679,67730.72184,27044.958,15.67773678
1937,29,Nevada,52.66738769,37.2029863,21.46749826,17.21116671,9.838163553,4.062516975,1248.190419,62646.04086,31634.747,15.13083898
1938,29,Nevada,46.31116332,31.34296832,17.03310247,13.62134998,8.33777453,3.757292162,1260.565251,64934.45687,27378.752,15.41767953
1939,29,Nevada,44.03513235,31.15804784,17.06389941,13.61987028,7.793139927,2.885615386,1366.619247,72281.58383,33373.454,15.64004991
1940,29,Nevada,42.53194108,31.15519895,17.69670113,14.1539746,8.007451982,3.236458611,1456.102734,79186.36355,52373.282,15.49109705
1941,29,Nevada,39.08504736,28.1693532,16.25190765,12.73087672,6.466729396,2.168447125,1696.714144,94682.85221,87375.068,14.75342576
1942,29,Nevada,26.05652969,19.51801467,11.22724957,8.684839097,4.59764137,1.843375224,3026.560726,173486.6724,136207.132,13.33250156
1943,29,Nevada,27.12942367,21.00663254,12.11616322,9.432671486,4.88457312,1.774686425,3172.900097,187343.4923,158093,12.56034896
1944,29,Nevada,24.71262857,17.397723,8.514148058,6.114215769,2.625609268,0.547417883,2908.392256,176538.2146,154191,12.34584585
1945,29,Nevada,31.54055001,24.06845317,13.91222851,11.03833364,6.441649496,2.54358293,2930.240322,182620.4389,177485,12.07098472
1946,29,Nevada,36.74621905,29.06084765,15.36212998,11.87875039,7.010966617,2.83569855,3206.744801,205028.6003,212170,11.12181327
1947,29,Nevada,31.93224921,24.18240215,12.82115992,9.951562208,5.460782287,2.462063534,3258.516538,215577.1336,229985,9.725352409
1948,29,Nevada,35.1890765,25.46574268,13.18706754,10.18328241,5.78637095,2.438615158,3303.300444,225645.6834,217275,9.02394003
1949,29,Nevada,32.79607409,23.53598609,11.65611053,9.020638733,4.967173283,2.349213787,3286.772249,231778.7357,207747,9.112410031
1950,29,Nevada,35.19747181,27.71409846,15.7262622,12.34697882,7.075624075,2.630399361,3682.015498,268840.2409,257323,9.02394003
1951,29,Nevada,32.50985049,24.9116606,13.37165254,10.2662879,5.51393178,2.417040603,4003.637739,307095.2011,277413,8.362803036
1952,29,Nevada,32.77082466,24.16934352,12.74807113,9.558169281,4.859672029,1.921316281,4416.051649,355827.2053,365899,8.183975801
1953,29,Nevada,27.6439681,18.12742981,7.516739312,5.2064606,2.261284295,0.590764544,4606.822455,389637.1758,368385,8.122672612
1954,29,Nevada,33.5673707,23.49431791,10.85161901,8.073491892,3.624606903,0.894278099,4753.911691,422391.6944,410893,8.082311505
1955,29,Nevada,31.71132587,22.39163616,11.10663726,8.339898183,4.072228374,1.320016355,5340.031892,498373.3043,455553,8.112544591
1956,29,Nevada,31.14283228,21.36592977,10.16336109,7.37376006,3.343069035,1.104863877,5256.55321,515230.1033,496276,7.992949339
1957,29,Nevada,31.75945164,22.11425485,10.25924112,7.19588196,3.47420562,0.990194424,5306.470439,546310.6158,530165,7.717984296
1958,29,Nevada,31.15227778,20.41085284,10.26863213,7.53894648,3.850333133,1.588921105,5284.649616,570545.6861,566527,7.513003189
1959,29,Nevada,30.02676721,20.14727808,8.258677218,5.8324369,2.335783055,0.787350262,5671.369014,641954.6048,582298,7.461367429
1960,29,Nevada,29.63998997,19.52822131,8.458370491,6.011092887,2.749740626,0.666359473,5866.625272,695455.7579,649808,7.335330817
1961,29,Nevada,33.59015726,23.50727277,10.98301732,8.023938894,3.679750333,1.235015821,6214.246636,780027.1557,751000,7.26173218
1962,29,Nevada,29.23391572,19.78109814,9.173474925,6.634521936,3.245441359,1.1159298,7031.015268,933341.204,858377,7.189595767
1963,29,Nevada,30.22539701,21.19262135,9.919878142,7.422115749,3.894001079,1.687277938,7550.474653,1058897.685,1001372,7.095614123
1964,29,Nevada,30.19542604,21.18444986,9.763846986,6.915134809,3.40899262,1.34501695,7836.609826,1160462.035,1095287,7.004057812
1965,29,Nevada,30.40232453,21.28103795,9.970316674,7.302340074,3.774800755,1.591805824,7965.778885,1243754.24,1155294,6.892882291
1966,29,Nevada,31.41518649,21.66104799,9.373319575,7.028308846,3.726548203,1.597363706,7974.67022,1311573.478,1200127,6.701413339
1967,29,Nevada,32.11925378,22.04104232,10.77663824,8.232475514,4.737548311,2.337195265,8132.163314,1407844.356,1287781,6.500772221
1968,29,Nevada,35.05585312,25.50019893,14.40188169,11.79108413,8.018302831,5.044239408,9026.947394,1643422.435,1535763,6.239246901
1969,29,Nevada,36.59117435,27.13271714,15.55198489,13.09623117,9.563446127,7.070957677,9417.502913,1802579.959,1795893,5.916234119
1970,29,Nevada,28.57265082,19.12718441,8.592517724,6.118694715,2.874564303,0.970139104,9865.031984,1988872.393,1932387,5.596025571
1971,29,Nevada,30.78506842,21.04718012,9.200475689,6.612143136,3.186132991,1.272979298,10451.9389,2218214.503,2078443,5.361130671
1972,29,Nevada,30.43152953,20.56016441,10.18209772,7.485513236,4.020111096,1.599135058,11164.7875,2489682.953,2242594,5.194396942
1973,29,Nevada,31.78676765,21.72694757,9.969488177,7.393554571,3.655360562,1.315340338,11966.8306,2800813.084,2676874,4.890220544
1974,29,Nevada,30.79661693,20.57501779,8.607715119,5.987256995,2.626773858,0.862719403,12564.35366,3085395.37,2878260,4.404174283
1975,29,Nevada,30.7517149,20.6105369,8.881841064,6.422932154,3.045696464,1.116105289,13036.27559,3361523.89,3085793,4.035795393
1976,29,Nevada,30.92837038,20.78667097,9.131970799,6.526253133,3.167166623,1.2598433,14346.40021,3883423.976,3628711,3.815919019
1977,29,Nevada,32.16127191,21.47226999,10.35953399,7.736130096,4.091089014,1.79041763,15675.87699,4457272.165,4168871,3.582933864
1978,29,Nevada,31.75232917,21.93625261,10.54651004,7.815133945,4.088938779,1.73271417,18004.98515,5380995.559,5048982,3.330150187
1979,29,Nevada,31.67118036,22.6146088,11.57949028,8.976009633,5.4074959,2.729323456,21108.31964,6334271.279,5928051,3.039053142
1980,29,Nevada,30.18857434,21.87793567,11.028531,8.462518463,4.722941948,2.082966079,22190.83119,7288998.051,6786431,2.735386935
1981,29,Nevada,31.16143799,21.62827322,11.10062396,8.652375504,5.193102325,2.531565234,23680.56859,8116817.552,7511175,2.49761264
1982,29,Nevada,31.48661446,21.30578112,9.759613558,7.200550812,3.774977999,1.567382981,21139.00895,8619896.619,7300010,2.355472083
1983,29,Nevada,32.49953866,22.32652288,10.33248286,7.866052751,4.220080686,1.717756815,21000.95002,9216516.936,,2.259049249
1984,29,Nevada,36.20582,26.08477241,13.68998195,10.88687787,6.690174144,3.396967306,22624.88527,10099701.54,,2.170210234
1985,29,Nevada,40.47956427,30.23863742,17.22974346,14.08506523,9.136962024,4.88945021,24048.75385,10922646,,2.098175495
1986,29,Nevada,43.87828405,33.609148,20.47611949,17.08194676,11.21682927,5.99773659,26236.36583,12129665.52,11211641,2.060863542
1987,29,Nevada,40.30302766,29.04799436,15.13575771,11.73098341,6.642766441,2.934365811,25805.19073,12482200.58,13020220,1.993507337
1988,29,Nevada,47.13146866,36.16633378,22.1157604,18.37181864,11.94216532,6.186875884,28775.8112,14582069.48,15778564,1.922940705
1989,29,Nevada,44.29122299,32.93881087,18.48135251,14.75920349,8.837108963,4.174738886,29725.44551,15992217.23,17175259,1.843412935
1990,29,Nevada,46.00353051,35.00046248,21.11466277,17.26088857,10.75713422,5.401787843,29708.44635,17765955.43,19428661,1.755897371
1991,29,Nevada,43.77837068,33.11755767,19.44917582,15.8557762,9.952852447,5.074597493,30131.3954,19030571.26,20138360,1.695113016
1992,29,Nevada,45.98818087,35.47152864,21.96560284,18.34603087,12.17615239,6.704396658,31461.88105,20926136.72,22040874,1.653198666
1993,29,Nevada,45.08496349,34.51798761,20.90569503,17.32996572,11.38012969,6.225146719,32613.85709,22398342.98,23589558,1.613307097
1994,29,Nevada,44.14996054,33.47796645,20.10308866,16.48416224,10.6353896,5.64785289,34212.31374,24882904.45,25687404,1.579589639
1995,29,Nevada,44.79656657,34.17766104,20.61879448,16.89240194,10.80392401,5.515115256,36282.4427,27814277.04,28183647,1.542447558
1996,29,Nevada,47.16792222,36.83439129,23.31763343,19.51693682,13.14985415,7.219315399,40135.99481,31442726.47,32413136,1.502453239
1997,29,Nevada,46.43546728,36.44016808,23.06034487,19.22692781,12.28104612,6.048137309,43129.97432,35379865.67,35736260,1.470675463
1998,29,Nevada,48.95139108,39.22005988,26.09093272,22.07525108,14.84460122,7.728531333,46280.69666,39675801.99,40372767,1.450428367
1999,29,Nevada,47.6908865,38.16849328,24.96692743,20.8062425,13.46230441,6.563938957,50173.0538,44189490.67,43969433,1.420791498
2000,29,Nevada,51.20620368,41.45992423,28.08378839,23.91879503,16.51856001,8.938032813,48500.33249,47894372.37,48858407,1.37472392
2001,29,Nevada,47.04950816,36.90716699,23.29142188,19.25560204,12.49862183,6.404733337,46280.00477,47424610.52,47726925,1.337183383
2002,29,Nevada,46.98700712,36.52543747,22.75344805,18.99200991,12.77712787,7.05507023,45400.40252,47526784.29,48235748,1.315926115
2003,29,Nevada,47.39077417,36.90401817,23.27123486,19.49084274,13.23389033,7.44292997,48319.81484,51312490.49,52306616,1.287181338
2004,29,Nevada,55.49405351,45.23320077,30.95922861,26.7933124,19.50895672,11.76954316,51352.1355,59516616.15,63026034,1.253308145
2005,29,Nevada,56.97698232,47.21445072,33.27603866,29.13393034,21.51825945,12.96196723,56708.69389,69479995.05,72209472,1.212653225
2006,29,Nevada,55.95948178,45.9694765,32.30315377,28.21691549,20.5962793,12.18655689,59627.36706,74617172.86,77211961,1.174156297
2007,29,Nevada,53.42214754,43.32691238,30.24625938,26.38289779,19.25812979,11.54479104,61042.21945,80488355.37,80656994,1.141765778
2008,29,Nevada,48.5424076,37.09355418,23.67561068,19.96343577,13.69819022,7.726322423,53711.24121,73200553.07,71050701,1.099548079
2009,29,Nevada,47.85854141,35.23818238,21.2610378,17.54320207,11.68057134,6.580230463,47419.51268,64139081.6,67548185,1.103473993
2010,29,Nevada,51.25336377,38.66505258,24.68900518,20.97251372,14.74089355,8.910432157,47877.60442,65561903.8,66772178,1.085666067
2011,29,Nevada,50.24617495,37.42995475,22.83658567,18.93416325,12.3589271,6.501786899,47515.39269,65312781.94,67018285,1.05244533
2012,29,Nevada,57.4173375,44.6650912,29.8995843,25.8258322,18.2464963,10.52486312,48602.43141,70301152,75126856,1.031107085
1917,30,New Hampshire,40.88743336,31.90326334,17.93162441,13.98737868,7.419380941,2.208108084,776.3417347,144883.1664,42843.296,16.9433874
1918,30,New Hampshire,38.58279078,28.69294726,14.92580482,11.44389837,5.757283028,1.519551937,986.0504884,181804.9607,56889.284,14.42629881
1919,30,New Hampshire,35.83127076,25.65089472,12.5015981,9.250188358,4.457974396,1.238693542,1253.430776,231332.4834,78565.318,12.56034896
1920,30,New Hampshire,33.23098117,23.15915299,11.12401727,8.134793588,3.677045679,0.88097678,1416.196592,263159.2997,100431.539,10.84376794
1921,30,New Hampshire,36.29785303,25.22630378,11.64965419,8.383396772,3.671733594,0.938417042,1137.11272,213756.8728,82352.496,12.1385462
1922,30,New Hampshire,37.31553588,26.51250297,12.92359675,9.562552247,4.480345943,1.206847512,1175.253975,222249.8583,85577.058,12.96067881
1923,30,New Hampshire,34.15125085,23.49737248,11.17302312,8.196069199,3.721058565,0.886232163,1414.462307,269944.4788,104852.122,12.73240854
1924,30,New Hampshire,38.97547859,27.39445817,13.53795482,10.01273853,4.678169044,1.357280095,1251.071022,241421.915,94132.914,12.70754055
1925,30,New Hampshire,41.40791359,30.5823565,15.6596916,11.64773361,5.452811039,1.487101899,1186.724032,230569.8744,70117.771,12.39287764
1926,30,New Hampshire,41.12335107,30.81931327,16.17186268,11.96069595,5.744560658,1.593079855,1155.937595,225758.0602,66743.817,12.2759637
1927,30,New Hampshire,41.80988389,32.08080429,17.90542484,13.66236827,7.092678598,2.61046011,1209.477844,237517.5265,70560.949,12.51203993
1928,30,New Hampshire,43.77531213,34.12541211,19.34123391,14.78590908,7.616347396,2.579645607,1178.836977,232392.16,72610.266,12.68276952
1929,30,New Hampshire,38.43273753,29.83987151,16.59376857,12.49834657,6.264171404,1.973371044,1371.626992,270889.4843,72486.415,12.68276952
1930,30,New Hampshire,37.75241913,27.3816057,13.73130825,9.980712655,4.666574823,1.373248783,1224.671576,242355.3612,56451.172,13.01252152
1931,30,New Hampshire,40.77777969,28.74842704,13.47930542,9.619348064,4.279847579,1.257953998,1022.754333,204396.3475,49238.748,14.26811571
1932,30,New Hampshire,43.09755232,30.0872989,13.62417809,9.720750738,4.429254052,1.234081495,776.4601224,156500.045,43850.84,15.90772802
1933,30,New Hampshire,40.30594128,29.14526169,13.63172428,9.836562175,4.675279632,1.409813792,766.5039443,155734.1697,41552.458,16.7687133
1934,30,New Hampshire,40.16808801,29.20225247,13.76165353,10.03165908,4.667484827,1.344085656,872.1525416,178702.7822,48266.468,16.22508918
1935,30,New Hampshire,39.03830681,28.02884441,13.83347785,10.09624451,4.604281627,1.303145004,915.1773129,189229.9852,51553.106,15.83031816
1936,30,New Hampshire,41.39073749,30.87018474,16.54611141,12.46245764,6.008973302,1.76485966,977.3740673,203815.6782,62818.559,15.67773678
1937,30,New Hampshire,40.3153732,30.24538059,15.84672481,11.91577043,5.933473052,1.612045719,1015.44776,213511.0585,68045.509,15.13083898
1938,30,New Hampshire,38.74337144,28.12280574,13.6628928,9.961631864,4.682657752,1.429076438,948.4119341,201424.4326,58035.96,15.41767953
1939,30,New Hampshire,39.84344739,29.52306837,14.57803279,10.71374038,5.036513011,1.444129356,1001.2087,214864.7901,71937.462,15.64004991
1940,30,New Hampshire,42.2973642,29.47736518,14.60415477,10.7046813,4.93660546,1.427144935,1020.875435,221690.4076,116218.977,15.49109705
1941,30,New Hampshire,38.05816395,26.99238637,13.61546759,10.09540789,4.858180507,1.519586217,1258.766365,273385.9271,203742.077,14.75342576
1942,30,New Hampshire,34.24500405,23.70555255,11.49960607,8.446864731,3.834202204,0.971344806,1492.803584,324593.9149,278091.735,13.33250156
1943,30,New Hampshire,34.11947413,22.99184079,10.89140812,7.984207067,3.591167893,0.829377099,1663.615363,363168.9607,333779,12.56034896
1944,30,New Hampshire,41.44769779,29.10072111,14.37902688,10.47860794,4.679695723,1.352512209,1682.811835,368084.4771,369059,12.34584585
1945,30,New Hampshire,32.60882975,22.91575139,10.86552684,7.770201986,3.306114753,0.759473845,1780.980609,389837.9677,392882,12.07098472
1946,30,New Hampshire,35.61571321,25.01150016,12.02407485,8.707253325,3.91076708,1.134280043,2038.205011,446097.0189,457343,11.12181327
1947,30,New Hampshire,32.95828644,22.52157564,10.36221043,7.518483617,3.38825735,1.05354617,2254.713615,497689.1423,506288,9.725352409
1948,30,New Hampshire,31.30356833,21.04331887,9.319643555,6.568280952,2.710591484,0.662627592,2457.740102,545948.3182,565176,9.02394003
1949,30,New Hampshire,31.05512786,21.39652913,9.674101675,6.958079734,3.008336829,0.825676894,2432.195278,543615.2714,515591,9.112410031
1950,30,New Hampshire,32.4757076,22.87109896,10.71737062,7.714719885,3.441896046,0.761726597,2586.069365,583298.2454,578200,9.02394003
1951,30,New Hampshire,31.95764825,22.13262148,9.896421639,7.001054573,2.907295231,0.815045667,2852.050916,645971.9464,657231,8.362803036
1952,30,New Hampshire,31.05124965,19.47041536,8.768853668,6.153703761,2.590485532,0.723560832,2982.191286,678226.7592,663649,8.183975801
1953,30,New Hampshire,32.04230965,19.94270129,8.717015463,5.970967023,2.371025538,0.654572603,3171.288413,723644.6604,760947,8.122672612
1954,30,New Hampshire,29.08097311,20.25722944,9.189364503,6.335881897,2.451847074,0.684744865,3310.042894,758446.3785,750875,8.082311505
1955,30,New Hampshire,30.31172751,20.74890603,9.154158904,6.635070301,3.012579051,0.877437615,3598.838008,827935.5105,797094,8.112544591
1956,30,New Hampshire,29.34878234,19.52009134,8.119441022,5.767934061,2.560356342,0.685532953,3779.922864,872976.7638,839322,7.992949339
1957,30,New Hampshire,29.91177997,20.20875015,8.375850871,5.626893889,2.139838734,0.50695779,3969.325062,920378.4257,908346,7.717984296
