Jurisdiction of Compiled,Type,Region,Year,StateYear,Prison Population,Incarceration Rate,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,State Politics,"Offending rate, 14-17","Offending rate, 14-24",Unemployment Rate,Poverty Rate,Abortion rate,State Governor,FIPS,Jurisdiction of state_short_new,Private Prison Share,Abortion Leagal,Red_Blue,State,Median_income,per_white_alone,per_black,Conservative,Moderate,Liberal,VeryReligious,Per_noHS,Per_poverty,REGION,DIVISION,POPESTIMATE2013
Arizona,Overall,4,1983,Arizona1983,6889,227,2963000,14642,213,1241,3923,9265,174740,49440,114721,10579,494.2,7.2,41.9,132.4,312.7,5897.4,1668.6,3871.8,357,Republican,5.6,12.5,0.088,0.163,,,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1984,Arizona1984,7845,249,3053000,15756,238,1316,4003,10199,182670,52327,118604,11739,516.1,7.8,43.1,131.1,334.1,5983.3,1714,3884.8,384.5,Republican,11,16.2,0.052,0.182,29.5,,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1985,Arizona1985,8531,260,3187000,19202,254,1458,4670,12820,207591,59585,135720,12286,602.5,8,45.7,146.5,402.3,6513.7,1869.6,4258.6,385.5,Republican,7.1,16.1,0.063,0.107,30.2,,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1986,Arizona1986,9434,273,3317000,21835,307,1425,5614,14489,221015,63278,143845,13892,658.3,9.3,43,169.2,436.8,6663.1,1907.7,4336.6,418.8,Republican,15.7,20.2,0.069,0.143,,,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1987,Arizona1987,10948,307,3386000,20742,253,1396,4687,14406,222663,55059,153296,14308,612.6,7.5,41.2,138.4,425.5,6576,1626.1,4527.3,422.6,Republican,3.8,14.1,0.065,0.128,27.3,,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1988,Arizona1988,12095,328,3466000,21147,294,1345,4750,14758,237808,54773,167121,15914,610.1,8.5,38.8,137,425.8,6861.2,1580.3,4821.7,459.1,Republican,11.7,17.3,0.064,0.141,27.7,,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1989,Arizona1989,13251,351,3556000,21320,237,1286,4944,14853,265284,59284,181574,24426,599.6,6.7,36.2,139,417.7,7460.2,1667.2,5106.1,686.9,Republican,6.7,11.6,0.053,0.141,,,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1990,Arizona1990,14261,374,3665228,23911,284,1500,5897,16230,265229,61206,172375,31648,652.4,7.7,40.9,160.9,442.8,7236.4,1669.9,4703,863.5,Republican,13.1,19.4,0.053,0.137,,,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1991,Arizona1991,15415,392,3750000,25152,291,1590,6215,17056,252559,60281,159987,32291,670.7,7.8,42.4,165.7,454.8,6734.9,1607.5,4266.3,861.1,Republican,10.2,21.4,0.059,0.148,23.8,,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1992,Arizona1992,16477,405,3832000,25706,312,1647,5867,17880,243629,54095,158053,31481,670.8,8.1,43,153.1,466.6,6357.8,1411.7,4124.6,821.5,Republican,18.1,22.1,0.075,0.158,24.2,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1993,Arizona1993,17811,422,3936000,28142,339,1488,6412,19903,264371,57684,172689,33998,715,8.6,37.8,162.9,505.7,6716.7,1465.5,4387.4,863.8,Republican,24,29.7,0.064,0.154,,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1994,Arizona1994,19746,448,4075000,28653,426,1465,6601,20161,294273,60157,190649,43467,703.1,10.5,36,162,494.7,7221.4,1476.2,4678.5,1066.7,Republican,34.6,41.5,0.061,0.159,,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1995,Arizona1995,21341,458,4218000,30095,439,1418,7329,20909,316355,59762,207763,48830,713.5,10.4,33.6,173.8,495.7,7500.1,1416.8,4925.6,1157.7,Republican,21.7,36.8,0.053,0.161,,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1996,Arizona1996,22493,469,4428000,27963,377,1381,7429,18776,284964,55630,188300,41034,631.5,8.5,31.2,167.8,424,6435.5,1256.3,4252.5,926.7,Republican,22.9,31.7,0.056,0.205,20,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1997,Arizona1997,23484,472,4555000,28411,375,1492,7547,18997,299323,60077,195045,44201,623.7,8.2,32.8,165.7,417.1,6571.3,1318.9,4282,970.4,Republican,14.2,30.1,0.046,0.172,,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1998,Arizona1998,25515,481,4669000,26984,376,1451,7715,17442,280001,56473,183137,40391,577.9,8.1,31.1,165.2,373.6,5997,1209.5,3922.4,865.1,Republican,11.6,31.7,0.043,0.166,,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,1999,Arizona1999,25986,477,4778332,26334,384,1383,7288,17279,255401,49423,167731,38247,551.1,8,28.9,152.5,361.6,5345,1034.3,3510.2,800.4,Republican,,,0.044,0.122,16.9,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,2000,Arizona2000,26510,492,5130632,27281,359,1577,7504,17841,271811,51902,176705,43204,531.7,7,30.7,146.3,347.7,5297.8,1011.6,3444.1,842.1,Split,,,0.04,0.117,17.1,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,2001,Arizona2001,27710,499,5306966,28675,400,1518,8868,17889,293874,54821,186850,52203,540.3,7.5,28.6,167.1,337.1,5537.5,1033,3520.8,983.7,Split,,,0.048,0.146,,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,2002,Arizona2002,29359,514,5441125,30171,387,1608,8000,20176,318296,59087,201541,57668,554.5,7.1,29.6,147,370.8,5849.8,1085.9,3704,1059.9,Split,,,0.061,0.135,,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,2003,Arizona2003,31170,532,5579222,28638,441,1856,7619,18722,314335,58613,198725,56997,513.3,7.9,33.3,136.6,335.6,5634,1050.6,3561.9,1021.6,Split,,,0.057,0.135,,D,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,2004,Arizona2004,32515,540,5739879,28952,414,1896,7721,18921,291203,56885,179012,55306,504.4,7.2,33,134.5,329.6,5073.3,991,3118.7,963.5,Split,,,0.05,0.144,15.5,D,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,2005,Arizona2005,33471,526,5953007,30478,445,2006,8579,19448,287345,56328,176112,54905,512,7.5,33.7,144.1,326.7,4827,946.2,2958,922,Split,,,0.047,0.152,16.3,D,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,2006,Arizona2006,35801,542,6166318,33456,533,2449,9491,20983,294389,59418,178321,56650,542.6,8.6,39.7,153.9,340.3,4774.1,963.6,2891.9,918.7,Split,,,0.042,0.144,,D,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,2007,Arizona2007,37746,558,6338755,32835,548,2353,9764,20170,287308,59988,177076,50244,518,8.6,37.1,154,318.2,4532.6,946.4,2793.5,792.6,Split,,,0.039,0.143,14.2,D,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,2008,Arizona2008,39502,572,6500180,31567,462,2200,9809,19096,266653,58606,169460,38587,485.6,7.1,33.8,150.9,293.8,4102.2,901.6,2607,593.6,Split,,,0.062,0.18,15.7,D,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,2009,Arizona2009,40544,584,6595778,28128,380,2279,8199,17270,236721,54308,155976,26437,426.5,5.8,34.6,124.3,261.8,3589,823.4,2364.8,400.8,Split,,,0.099,0.212,,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,2010,Arizona2010,40209,599,6413158,26528,408,2191,6953,16976,226802,50932,154137,21733,413.6,6.4,34.2,108.4,264.7,3536.5,794.2,2403.4,338.9,Split,,,0.104,0.188,,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,2011,Arizona2011,40020,589,6467315,26789,397,2499,7145,16748,229896,54695,155400,19801,414.2,6.1,38.6,110.5,259,3554.7,845.7,2402.9,306.2,Split,,,0.095,0.172,,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,2012,Arizona2012,40080,583,6553255,28108,358,2277,7386,18087,231930,52934,159838,19158,428.9,5.5,34.7,112.7,276,3539.2,807.8,2439.1,292.3,Split,,,0.084,0.189687421,,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arizona,Overall,4,2013,Arizona2013,41104,586,,,,,,,,,,,,,,,,,,,,,,,0.078,0.202,,R,4,Arizona,High Private Prison,0,Red,AZ,50752,0.59,0.04,39.4,37.3,19.9,36.6,14.82,11.74,4,8,6626624
Arkansas,Overall,3,1978,Arkansas1978,2654,115,2186000,7522,199,505,1748,5070,68151,21140,42647,4364,344.1,9.1,23.1,80,231.9,3117.6,967.1,1950.9,199.6,Democrat,5.8,15.9,0.062,,14,,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1979,Arkansas1979,3042,131,2180000,7984,198,595,1626,5565,70949,21457,45267,4225,366.2,9.1,27.3,74.6,255.3,3254.5,984.3,2076.5,193.8,Democrat,13.3,13.3,0.062,,15.6,,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1980,Arkansas1980,2911,127,2284037,7656,210,609,1848,4989,79390,25559,49558,4273,335.2,9.2,26.7,80.9,218.4,3475.9,1119,2169.8,187.1,Democrat,13.2,15.6,0.076,0.215,15.3,,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1981,Arkansas1981,3328,145,2294000,7119,209,577,1776,4557,79972,24732,50959,4281,310.3,9.1,25.2,77.4,198.6,3486.1,1078.1,2221.4,186.6,Democrat,2.2,13,0.087,0.241,15.4,,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1982,Arkansas1982,3922,171,2291000,7438,187,622,1805,4824,81259,24547,52450,4262,324.7,8.2,27.1,78.8,210.6,3546.9,1071.5,2289.4,186,Democrat,1.3,13.5,0.099,0.238,16,,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1983,Arkansas1983,4246,184,2328000,6930,178,586,1614,4552,74563,22380,48140,4043,297.7,7.6,25.2,69.3,195.5,3202.9,961.3,2067.9,173.7,Democrat,6.6,11.5,0.099,0.215,,,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1984,Arkansas1984,4482,193,2349000,7549,176,697,1587,5089,71554,20810,46807,3937,321.4,7.5,29.7,67.6,216.6,3046.1,885.9,1992.6,167.6,Democrat,8.7,14.7,0.087,0.239,12.5,,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1985,Arkansas1985,4611,198,2359000,8199,187,686,1617,5709,76372,22207,49957,4208,347.6,7.9,29.1,68.5,242,3237.5,941.4,2117.7,178.4,Democrat,10.7,18.7,0.087,0.229,13.2,,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1986,Arkansas1986,4701,202,2372000,9365,191,686,1890,6598,83729,24429,54677,4623,394.8,8.1,28.9,79.7,278.2,3529.9,1029.9,2305.1,194.9,Democrat,7.6,14.4,0.086,0.213,,,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1987,Arkansas1987,5441,232,2388000,9839,182,779,1890,6988,91537,25743,60862,4932,412,7.6,32.6,79.1,292.6,3833.2,1078,2548.7,206.5,Democrat,8.6,13.6,0.081,0.218,15.8,,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1988,Arkansas1988,5519,236,2422000,10237,211,780,2037,7209,91962,26443,60363,5156,422.7,8.7,32.2,84.1,297.6,3796.9,1091.8,2492.3,212.9,Democrat,9.5,19.5,0.076,0.216,14.6,,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1989,Arkansas1989,6649,279,2406000,11397,203,924,2660,7610,98213,28738,63084,6391,473.7,8.4,38.4,110.6,316.3,4082,1194.4,2621.9,265.6,Democrat,11.3,21.5,0.07,0.183,,,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1990,Arkansas1990,7322,309,2350725,12511,241,1019,2661,8590,101897,28464,66630,6803,532.2,10.3,43.3,113.2,365.4,4334.7,1210.9,2834.4,289.4,Democrat,25.7,34.6,0.069,0.196,,,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1991,Arkansas1991,7766,324,2372000,14072,264,1058,3217,9533,108677,29093,71487,8097,593.3,11.1,44.6,135.6,401.9,4581.7,1226.5,3013.8,341.4,Democrat,24.1,32.3,0.074,0.173,16.6,,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1992,Arkansas1992,8285,339,2399000,13831,259,990,3011,9571,100402,26214,66288,7900,576.5,10.8,41.3,125.5,399,4185.2,1092.7,2763.2,329.3,Democrat,28.3,37,0.071,0.175,16.4,D,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1993,Arkansas1993,8625,325,2424000,14381,247,1028,3027,10079,102231,26646,67767,7818,593.3,10.2,42.4,124.9,415.8,4217.5,1099.3,2795.7,322.5,Democrat,33.9,40.1,0.061,0.2,,D,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1994,Arkansas1994,8957,354,2453000,14598,294,1028,3158,10118,103115,26911,68478,7726,595.1,12,41.9,128.7,412.5,4203.6,1097.1,2791.6,315,Democrat,40.7,47.3,0.054,0.153,,D,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1995,Arkansas1995,8910,336,2484000,13741,259,925,3122,9435,102780,24763,69935,8082,553.2,10.4,37.2,125.7,379.8,4137.7,996.9,2815.4,325.4,Democrat,30.3,43.6,0.048,0.149,,D,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1996,Arkansas1996,9407,350,2510000,13161,219,1046,2864,9032,104790,23925,73010,7855,524.3,8.7,41.7,114.1,359.8,4174.9,953.2,2908.8,312.9,Democrat,18.7,32.2,0.053,0.172,12.1,D,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1997,Arkansas1997,10021,382,2523000,13293,250,1098,2814,9131,105759,25568,72253,7938,526.9,9.9,43.5,111.5,361.9,4191.8,1013.4,2863.8,314.6,Democrat,9.5,29.9,0.052,0.197,,R,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1998,Arkansas1998,10638,402,2538000,12442,201,893,2442,8906,96271,23559,65525,7187,490.2,7.9,35.2,96.2,350.9,3793.2,928.3,2581.8,283.2,Democrat,11.7,18.1,0.052,0.147,,R,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,1999,Arkansas1999,11415,427,2551373,10848,143,710,2024,7971,92283,21692,63927,6664,425.2,5.6,27.8,79.3,312.4,3617,850.2,2505.6,261.2,Democrat,,,0.046,0.147,10.8,R,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,2000,Arkansas2000,11915,442,2673400,11904,168,848,2001,8887,98115,21443,69740,6932,445.3,6.3,31.7,74.8,332.4,3670,802.1,2608.7,259.3,Democrat,,,0.043,0.165,10.4,R,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,2001,Arkansas2001,12594,464,2694698,12190,148,892,2181,8969,99106,22196,69590,7320,452.4,5.5,33.1,80.9,332.8,3677.8,823.7,2582.5,271.6,Democrat,,,0.05,0.178,,R,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,2002,Arkansas2002,13091,481,2706268,11501,142,754,2524,8081,101171,23229,71129,6813,425,5.2,27.9,93.3,298.6,3738.4,858.3,2628.3,251.7,Democrat,,,0.055,0.198,,R,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,2003,Arkansas2003,13315,487,2727774,12449,180,911,2227,9131,99084,25016,68061,6007,456.4,6.6,33.4,81.6,334.7,3632.4,917.1,2495.1,220.2,Democrat,,,0.059,0.178,,R,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,2004,Arkansas2004,13807,498,2750000,13814,176,1183,2372,10083,110911,30151,74242,6518,502.3,6.4,43,86.3,366.7,4033.1,1096.4,2699.7,237,Democrat,,,0.057,0.151,9.3,R,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,2005,Arkansas2005,13511,482,2775708,14670,189,1202,2532,10747,112914,30118,75510,7286,528,6.8,43.3,91.2,387.2,4068,1085.1,2720,262,Democrat,,,0.052,0.138,9.3,R,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,2006,Arkansas2006,13729,487,2810872,15538,205,1325,2749,11259,112025,31864,72646,7515,552.8,7.3,47.1,97.8,400.6,3985.4,1133.6,2584.5,267.4,Democrat,,,0.052,0.177,,R,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,2007,Arkansas2007,14314,503,2834797,15226,198,1294,3105,10629,112130,32035,73096,6999,537.1,7,45.6,109.5,374.9,3955.5,1130.1,2578.5,246.9,Democrat,,,0.053,0.138,10.1,D,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,2008,Arkansas2008,14716,511,2855390,14649,165,1463,2777,10244,110360,33912,69905,6543,513,5.8,51.2,97.3,358.8,3865,1187.6,2448.2,229.1,Democrat,,,0.055,0.153,10,D,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,2009,Arkansas2009,15208,524,2889450,14905,179,1378,2576,10772,109078,34753,68228,6097,515.8,6.2,47.7,89.2,372.8,3775,1202.8,2361.3,211,Democrat,,,0.078,0.189,,D,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,2010,Arkansas2010,16204,553,2921588,14711,134,1321,2369,10887,103820,32463,65796,5561,503.5,4.6,45.2,81.1,372.6,3553.5,1111.1,2252.1,190.3,Democrat,,,0.082,0.153,,D,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,2011,Arkansas2011,16108,545,2938582,14173,160,1230,2357,10426,110430,34016,70645,5769,482.3,5.4,41.9,80.2,354.8,3757.9,1157.6,2404.1,196.3,Democrat,,,0.083,0.187,,D,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,2012,Arkansas2012,14654,494,2949131,13835,173,1247,2320,10095,107941,31890,70327,5724,469.1,5.9,42.3,78.7,342.3,3660.1,1081.3,2384.7,194.1,Democrat,,,0.076,0.200927884,,D,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
Arkansas,Overall,3,2013,Arkansas2013,17235,578,,,,,,,,,,,,,,,,,,,,,,,0.074,0.171,,D,5,Arkansas,No Private Prison,0,Red,AR,40149,0.75,0.15,45.3,33.5,18.6,52.3,17.35,13.83,3,7,2959373
California,Overall,4,1978,California1978,21325,86,22294000,165626,2611,11316,68235,83464,1420857,488966,777783,154108,742.9,11.7,50.8,306.1,374.4,6373.3,2193.3,3488.8,691.3,Democrat,17.8,29.9,0.072,,45.4,,6,California,Middle Private Prison,1,Blue,CA,61632,0.41,0.06,33.2,36.1,26.9,34.5,19.18,10.77,4,9,38332521
California,Overall,4,1979,California1979,22632,91,22696000,184087,2952,12239,75767,93129,1511021,496310,847148,167563,811.1,13,53.9,333.8,410.3,6657.7,2186.8,3732.6,738.3,Democrat,21.3,35.3,0.062,,44.1,,6,California,Middle Private Prison,1,Blue,CA,61632,0.41,0.06,33.2,36.1,26.9,34.5,19.18,10.77,4,9,38332521
California,Overall,4,1980,California1980,24569,98,23532680,210290,3411,13693,90420,102766,1633042,545138,913070,174834,893.6,14.5,58.2,384.2,436.7,6939.5,2316.5,3880,742.9,Democrat,31.2,43.2,0.068,0.11,43.6,,6,California,Middle Private Prison,1,Blue,CA,61632,0.41,0.06,33.2,36.1,26.9,34.5,19.18,10.77,4,9,38332521
California,Overall,4,1981,California1981,29202,115,24159000,208485,3143,13566,93781,97995,1625302,540806,921939,162557,863,13,56.2,388.2,405.6,6727.5,2238.5,3816.1,672.9,Democrat,25.6,34.8,0.074,0.133,44.9,,6,California,Middle Private Prison,1,Blue,CA,61632,0.41,0.06,33.2,36.1,26.9,34.5,19.18,10.77,4,9,38332521
California,Overall,4,1982,California1982,34640,135,24724000,201429,2779,12529,91988,94133,1599827,499466,935831,164530,814.7,11.2,50.7,372.1,380.7,6470.7,2020.2,3785.1,665.5,Democrat,18.3,27.7,0.1,0.141,44.5,,6,California,Middle Private Prison,1,Blue,CA,61632,0.41,0.06,33.2,36.1,26.9,34.5,19.18,10.77,4,9,38332521
California,Overall,4,1983,California1983,39373,150,25174000,194491,2639,12093,85826,93933,1486487,460460,867123,158904,772.6,10.5,48,340.9,373.1,5904.9,1829.1,3444.5,631.2,Democrat,18.1,27.9,0.098,0.149,,,6,California,Middle Private Prison,1,Blue,CA,61632,0.41,0.06,33.2,36.1,26.9,34.5,19.18,10.77,4,9,38332521
California,Overall,4,1984,California1984,43197,161,25622000,195589,2717,11702,83924,97246,1461731,443094,857328,161309,763.4,10.6,45.7,327.5,379.5,5705,1729.3,3346.1,629.6,Democrat,14.2,26.7,0.078,0.132,47.8,,6,California,Middle Private Prison,1,Blue,CA,61632,0.41,0.06,33.2,36.1,26.9,34.5,19.18,10.77,4,9,38332521
California,Overall,4,1985,California1985,50158,183,26365000,201763,2770,11421,86387,101185,1516710,448506,890967,177237,765.3,10.5,43.3,327.7,383.8,5752.7,1701.1,3379.4,672.2,Democrat,15,26.3,0.072,0.136,47.9,,6,California,Middle Private Prison,1,Blue,CA,61632,0.41,0.06,33.2,36.1,26.9,34.5,19.18,10.77,4,9,38332521
